@timestamp per second,sender_read_bytes,sender_write_bytes,sender_remote_ost_read_bytes,sender_remote_ost_write_bytes,sender_dtn_read_bytes,sender_dtn_write_bytes,sender_retrans,receiver_read_bytes,receiver_write_bytes,receiver_remote_ost_read_bytes,receiver_remote_ost_write_bytes,receiver_dtn_read_bytes,receiver_dtn_write_bytes,Differences of Last value of write_bytes_io,through_put
12:13:12 PM,360710144,0,352321536,0,359399424,0,0,0,352321536,0,352321536,0,1194983424,345686016,2.6279296875
12:13:13 PM,348127232,0,352321536,0,352059392,0,0,0,356515840,0,352321536,0,1194983424,351797248,2.6044921875
12:13:14 PM,377487360,0,352321536,0,369491968,0,0,0,364904448,0,360710144,0,1200226304,359923712,2.80078125
12:13:15 PM,381681664,0,385875968,0,385089536,0,0,0,377487360,0,381681664,0,1199833088,377094144,2.7451171875
12:13:16 PM,385875968,0,373293056,0,376700928,0,405,0,381681664,0,377487360,0,1265369088,378060800,2.82421875
12:13:17 PM,385875968,0,381681664,0,391512064,0,0,0,381681664,0,369098752,0,1557921792,377708544,2.818359375
12:13:18 PM,381681664,0,381681664,0,380239872,0,0,0,381681664,0,381681664,0,1616510976,372457472,2.7783203125
12:13:19 PM,377487360,0,373293056,0,380239872,0,0,0,381681664,0,377487360,0,1454899200,379248640,2.810546875
12:13:20 PM,390070272,0,390070272,0,385875968,0,0,0,385875968,0,394264576,0,1619132416,379977728,2.8623046875
12:13:21 PM,390070272,0,377487360,0,394002432,0,0,0,0,0,360710144,0,1596063744,381632512,2.78125
12:13:22 PM,385875968,0,381681664,0,377749504,0,0,0,385875968,0,385875968,0,1626734592,376881152,2.8369140625
12:13:23 PM,390070272,0,377487360,0,385875968,0,0,0,381681664,0,385875968,0,1356201984,375914496,2.787109375
12:13:24 PM,381681664,0,381681664,0,385875968,0,0,0,381681664,0,369098752,0,1189085184,377102336,2.84375
12:13:25 PM,381681664,0,377487360,0,385875968,0,0,0,385875968,0,394264576,0,1195114496,380059648,2.8125
12:13:26 PM,381681664,0,381681664,0,384303104,0,0,0,381681664,0,385875968,0,1192230912,375832576,2.8125
12:13:27 PM,0,0,381681664,0,387448832,0,0,0,377487360,0,360710144,0,1364197376,378871808,2.791015625
12:13:28 PM,381681664,0,373293056,0,380764160,0,0,0,381681664,0,402653184,0,1577058304,374792192,2.658203125
12:13:29 PM,377487360,0,381681664,0,367394816,0,0,0,381681664,0,360710144,0,1571160064,380461056,2.986328125
12:13:30 PM,398458880,0,369098752,0,403832832,0,0,0,385875968,0,369098752,0,1501429760,360366080,2.5625
12:13:31 PM,356515840,0,343932928,0,355336192,0,0,0,356515840,0,369098752,0,1187643392,340082688,2.59375
12:13:32 PM,352321536,0,356515840,0,354942976,0,0,0,352321536,0,335544320,0,1192624128,348962816,2.6201171875
12:13:33 PM,360710144,0,348127232,0,352321536,0,0,0,356515840,0,343932928,0,1196949504,347291648,2.5673828125
12:13:34 PM,352321536,0,352321536,0,362151936,0,0,0,352321536,0,360710144,0,1191313408,352288768,2.5908203125
12:13:35 PM,352321536,0,352321536,0,351010816,0,0,0,343932928,0,360710144,0,1183055872,351748096,2.625
12:13:36 PM,360710144,0,348127232,0,359006208,0,0,0,360710144,0,343932928,0,1199308800,348733440,2.5625
12:13:37 PM,356515840,0,352321536,0,352714752,0,0,0,348127232,0,352321536,0,0,348127232,2.625
12:13:38 PM,356515840,0,352321536,0,354942976,0,0,0,356515840,0,352321536,0,1184497664,348962816,2.59375
12:13:39 PM,352321536,0,343932928,0,355205120,0,0,0,356515840,0,360710144,0,1193934848,335675392,2.625
12:13:40 PM,352321536,0,360710144,0,355991552,0,0,0,352321536,0,335544320,0,1193672704,359153664,2.5458984375
12:13:41 PM,352321536,0,352321536,0,349962240,0,0,0,352321536,0,356515840,0,1432616960,352878592,2.6337890625
12:13:42 PM,360710144,0,335544320,0,360710144,0,0,0,343932928,0,356515840,0,1547304960,347029504,2.578125
12:13:43 PM,352321536,0,356515840,0,355467264,0,0,0,360710144,0,343932928,0,1498415104,345030656,2.583984375
12:13:44 PM,356515840,0,360710144,0,353501184,0,0,0,343932928,0,352321536,0,1597505536,343916544,2.6181640625
12:13:45 PM,356515840,0,352321536,0,356384768,0,0,0,364904448,0,360710144,0,1536032768,356614144,2.5673828125
12:13:46 PM,352321536,0,343932928,0,0,0,0,0,348127232,0,343932928,0,1336803328,343883776,2.6044921875
12:13:47 PM,343932928,0,348127232,0,351141888,0,0,0,356515840,0,335544320,0,1193148416,348438528,2.583984375
12:13:48 PM,360710144,0,360710144,0,344457216,0,5,0,352321536,0,352321536,0,1194721280,352976896,2.5947265625
12:13:49 PM,364904448,0,348127232,0,367394816,0,0,0,352321536,0,352321536,0,1190789120,351322112,2.6474609375
12:13:50 PM,356515840,0,352321536,0,355860480,0,0,0,356515840,0,352321536,0,1197867008,347308032,2.5966796875
12:13:51 PM,352321536,0,356515840,0,355336192,0,0,0,356515840,0,364904448,0,1200488448,350879744,2.59375
12:13:52 PM,360710144,0,352321536,0,359661568,0,0,0,352321536,0,343932928,0,1179648000,348528640,2.59375
12:13:53 PM,348127232,0,352321536,0,357564416,0,0,0,356515840,0,352321536,0,1197342720,354197504,2.5888671875
12:13:54 PM,364904448,0,352321536,0,349437952,0,0,0,352321536,0,352321536,0,1193410560,347160576,2.6259765625
12:13:55 PM,465567744,0,352321536,0,356909056,0,0,0,356515840,0,360710144,0,1437597696,349126656,2.11588281393051
12:13:56 PM,465567744,0,104857600,0,158990336,0,0,0,348127232,0,343932928,0,1398931456,150863872,1.99108666181564
12:13:57 PM,482344960,0,507510784,0,465567744,0,0,0,356515840,0,360710144,0,1086542848,508338176,3.62833446264267
12:13:58 PM,360710144,0,436207616,0,441843712,0,0,0,352321536,0,335544320,0,1170329600,380985344,2.640625
12:13:59 PM,0,0,352321536,0,355074048,0,0,0,352321536,0,352321536,0,1315750656,356950016,2.6171875
12:14:00 PM,,,,,,,,0,352321536,0,356515840,0,1190789120,347693056,2.6318359375
